age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost
37,22008.0,Bachelor,Suburban,37.5,289.0,Sedan,14.1,307.0,1.7,7.7,1,0.32,5.9,6.8,6.1,8.4,1.2,5.3,0,Medium,196.7,62.2
43,38612.0,Bachelor,Urban,38.0,198.8,SUV,1.7,390.6,8.5,0.5,1,0.24,9.1,7.5,7.6,4.6,1.1,10.0,0,High,186.1,43.9
41,33069.0,Bachelor,Urban,10.2,79.4,Hatchback,9.3,100.9,6.9,0.5,0,0.31,7.4,6.0,6.5,6.3,5.0,7.6,1,High,57.6,18.1
65,76705.0,Bachelor,Urban,33.1,221.0,SUV,5.9,270.0,4.6,3.7,1,0.22,7.1,6.8,8.7,3.8,2.7,7.9,0,High,162.0,35.4
38,40418.0,Master,Urban,70.0,407.4,SUV,3.2,604.6,7.0,0.5,1,0.22,8.3,4.6,7.9,2.5,1.0,7.0,0,High,300.7,66.4
56,21598.0,Bachelor,Suburban,12.1,94.0,SUV,8.6,172.6,6.1,7.7,0,0.13,6.7,5.5,6.0,8.0,3.2,7.7,0,Medium,96.9,12.7
35,9888.0,PhD,Suburban,29.6,193.9,Hatchback,7.0,243.5,8.0,8.3,1,0.09,6.2,3.9,6.6,6.5,4.6,7.9,0,Medium,171.2,14.7
62,20874.0,Bachelor,Urban,57.3,331.3,SUV,7.2,425.7,2.3,6.8,0,0.17,5.8,8.2,4.4,5.5,5.3,5.9,0,Low,271.2,46.8
53,57519.0,Bachelor,Urban,33.4,266.8,SUV,11.7,246.9,8.8,4.8,1,0.09,7.4,7.6,5.9,7.1,2.6,7.5,0,High,255.2,23.8
48,40546.0,Bachelor,Suburban,41.4,217.4,SUV,2.1,348.8,5.8,8.5,1,0.16,6.1,4.5,4.8,6.0,4.2,4.5,0,Medium,213.2,34.5
37,71679.0,Master,Suburban,34.8,277.4,Sedan,7.4,259.1,2.6,13.6,1,0.19,9.9,8.2,8.1,4.7,5.0,7.7,0,High,251.4,46.9
56,30292.0,Master,Urban,40.3,320.2,Sedan,8.7,259.5,5.6,5.3,1,0.23,2.7,7.7,2.6,6.5,6.2,3.1,0,Low,285.4,66.1
25,17470.0,Bachelor,Urban,48.2,319.3,SUV,9.1,433.2,7.7,3.1,1,0.31,6.8,6.4,4.8,8.0,3.5,8.2,1,High,198.5,62.1
23,19596.0,Bachelor,Rural,34.6,252.3,Sedan,5.9,318.9,3.8,8.1,1,0.14,7.6,6.4,3.6,7.4,4.2,5.6,0,Medium,175.7,25.1
37,100372.0,High School,Rural,45.5,279.3,Hatchback,4.4,478.6,5.0,11.6,1,0.09,7.2,6.2,8.0,5.9,7.3,9.5,0,High,173.9,15.3
52,30741.0,PhD,Urban,33.9,228.4,SUV,5.8,283.8,4.0,3.5,1,0.32,9.4,4.5,6.8,4.7,5.3,8.1,1,High,193.2,61.5
46,25065.0,PhD,Rural,12.6,97.0,Hatchback,3.9,99.2,5.8,13.1,1,0.32,2.8,10.0,4.4,9.2,5.0,3.3,0,Low,69.6,22.4
66,31220.0,Bachelor,Urban,37.1,250.4,SUV,3.1,196.0,8.0,5.3,1,0.32,5.8,7.4,8.1,2.1,4.2,7.4,1,High,245.4,78.1
27,14268.0,Bachelor,Urban,47.3,330.0,SUV,11.6,395.6,7.2,1.2,0,0.34,5.6,6.4,6.8,6.0,4.2,5.7,0,Medium,255.8,86.8
43,22203.0,PhD,Urban,36.3,228.0,Hatchback,7.9,337.1,7.3,4.3,0,0.25,5.8,5.8,5.3,6.1,4.8,5.3,0,Medium,143.5,36.1
32,75253.0,Master,Suburban,28.7,171.1,SUV,5.7,234.8,5.5,9.6,0,0.33,7.9,4.0,9.6,3.1,5.0,9.3,0,High,133.9,44.8
38,72221.0,Bachelor,Urban,26.6,188.4,Hatchback,8.3,191.6,4.7,0.5,1,0.34,9.3,5.8,7.4,4.6,4.8,7.2,0,High,150.1,51.0
49,19309.0,Master,Rural,20.8,135.0,SUV,6.6,175.1,6.8,10.1,0,0.3,7.4,4.2,4.0,9.8,7.6,6.0,0,Low,106.6,31.8
23,56789.0,High School,Rural,8.7,52.8,Sedan,7.0,110.6,2.2,3.0,1,0.18,8.3,7.9,9.3,2.8,5.5,9.1,0,High,44.8,8.2
66,36914.0,Master,Suburban,46.6,332.9,Truck,13.9,406.9,3.6,8.7,0,0.15,9.6,6.5,8.3,3.6,3.9,9.6,0,High,308.6,45.1
57,15402.0,Bachelor,Urban,35.4,206.0,Sedan,1.9,287.5,5.0,4.6,0,0.1,6.8,6.2,9.7,3.1,5.6,8.1,0,High,170.6,17.8
47,22630.0,Master,Urban,43.0,321.9,SUV,9.1,353.2,8.2,0.5,0,0.2,4.7,5.0,3.8,8.9,4.0,4.8,0,Medium,242.2,48.6
54,34554.0,Bachelor,Urban,29.6,214.2,Truck,5.7,328.1,7.5,0.5,1,0.09,7.4,4.5,5.1,9.4,5.9,6.0,0,Medium,190.9,16.5
29,47366.0,Bachelor,Suburban,29.9,164.4,Truck,6.2,233.8,4.7,10.7,1,0.09,7.4,5.0,5.2,4.4,3.2,6.2,0,High,103.8,9.5
43,48481.0,Bachelor,Suburban,22.0,131.6,Sedan,5.4,170.0,4.5,7.2,0,0.16,9.8,6.1,7.5,5.8,2.4,9.0,0,High,134.0,21.9
53,20144.0,High School,Rural,33.8,208.2,Sedan,5.5,367.5,3.0,9.6,1,0.16,3.7,8.9,3.8,8.8,3.9,3.6,1,Low,144.3,23.1
69,32080.0,Master,Rural,33.2,181.0,Hatchback,0.0,310.3,8.8,11.8,1,0.14,7.0,4.0,4.4,5.0,2.5,5.3,0,Medium,162.4,22.2
28,28948.0,High School,Rural,51.5,286.5,Sedan,7.0,436.3,3.7,7.9,0,0.2,8.5,8.9,7.5,4.3,4.9,9.2,0,High,261.3,53.3
40,41674.0,High School,Rural,44.1,271.2,SUV,4.2,411.4,2.2,6.9,1,0.32,6.8,6.1,9.7,3.5,6.8,6.2,0,Medium,249.0,78.8
67,34596.0,Master,Rural,37.9,246.9,Sedan,6.4,304.1,4.1,13.9,0,0.19,8.7,3.6,7.8,2.2,4.8,9.7,0,High,250.8,48.1
37,32400.0,Bachelor,Urban,5.8,37.0,Sedan,4.5,60.8,10.0,0.5,0,0.24,4.2,6.6,5.5,6.2,5.6,5.5,0,Medium,28.9,7.1
36,59492.0,High School,Urban,25.5,140.7,Sedan,7.2,162.9,7.5,5.2,0,0.3,6.8,8.6,9.9,3.4,5.1,6.0,1,High,121.3,36.0
67,58801.0,Bachelor,Rural,38.0,287.0,Sedan,11.8,285.7,1.8,6.5,0,0.18,8.0,4.3,7.2,3.5,6.9,9.1,0,High,292.5,53.9
67,11075.0,PhD,Suburban,44.0,282.8,Hatchback,11.1,403.2,2.2,16.2,1,0.09,3.8,5.5,3.8,7.6,1.8,,0,Low,285.1,25.6
67,19040.0,PhD,Rural,36.8,267.8,Truck,6.4,367.5,5.1,11.0,1,0.16,3.3,6.6,3.7,8.0,8.8,3.3,0,Low,218.3,34.1
43,53154.0,Bachelor,Urban,17.3,128.1,Sedan,4.9,160.9,9.0,2.3,0,0.24,7.1,5.7,8.6,3.9,6.8,7.8,0,High,82.1,20.1
58,24137.0,PhD,Suburban,5.0,38.1,Truck,9.4,-15.9,9.0,6.7,1,0.14,8.3,5.6,6.2,2.7,7.5,7.9,0,High,36.5,5.2
36,25297.0,Bachelor,Suburban,37.0,187.6,Sedan,12.7,259.0,4.4,3.1,0,0.22,9.7,2.8,6.5,3.3,6.1,7.7,0,Medium,164.8,36.5
54,18923.0,Bachelor,Suburban,60.2,471.0,SUV,9.7,531.4,9.6,14.1,0,0.11,4.0,7.6,4.0,5.3,4.1,3.3,0,Medium,479.2,51.3
66,126542.0,High School,Rural,48.6,313.3,Sedan,2.6,434.5,6.4,17.7,1,0.15,9.2,7.4,9.5,6.0,4.2,8.9,1,High,270.3,41.3
41,29363.0,High School,Suburban,35.4,275.1,Hatchback,8.0,291.7,5.8,12.9,1,0.24,7.6,4.3,7.2,2.1,4.3,6.5,0,High,281.6,67.6
29,84999.0,Bachelor,Urban,33.5,263.3,Sedan,6.4,289.6,6.4,4.6,0,0.2,8.8,4.4,7.8,2.0,6.3,7.0,0,High,263.4,53.9
59,25373.0,PhD,Suburban,60.5,454.9,Hatchback,8.6,517.4,6.4,10.9,0,0.33,8.2,8.0,5.1,2.9,8.6,7.8,0,High,294.7,97.0
29,33570.0,Master,Suburban,54.2,335.5,Hatchback,3.8,471.5,9.7,10.2,1,0.12,9.7,7.2,8.2,4.4,6.9,9.1,0,High,282.6,33.1
31,30303.0,Bachelor,Urban,29.9,166.8,Sedan,11.3,320.4,6.2,1.9,0,0.15,5.1,7.6,6.5,4.1,1.0,5.8,0,High,163.9,23.9
61,44386.0,High School,Suburban,27.2,200.2,Hatchback,6.6,182.1,7.3,8.7,1,0.11,4.4,4.2,6.8,5.2,6.4,4.0,0,Medium,193.6,21.3
52,45921.0,High School,Suburban,28.7,144.7,Sedan,5.2,158.3,3.5,12.2,1,0.14,6.4,6.9,9.6,4.0,9.0,10.0,0,High,100.5,14.2
32,43680.0,High School,Rural,40.5,221.6,SUV,12.6,358.0,1.2,8.7,1,0.24,8.6,5.9,8.9,4.4,7.2,9.3,1,High,200.5,47.6
36,35590.0,High School,Rural,44.1,292.7,Hatchback,8.3,357.5,1.7,12.2,1,0.13,9.6,7.2,6.0,3.1,6.7,7.2,0,High,203.0,26.2
21,14063.0,PhD,Urban,5.0,29.4,SUV,5.2,123.4,10.0,7.6,1,0.34,5.2,6.6,5.3,5.8,6.7,6.2,0,High,24.8,8.3
55,21303.0,Bachelor,Urban,5.0,31.2,Sedan,5.0,42.9,5.0,0.5,1,0.24,5.1,6.2,4.7,5.8,5.0,3.6,0,Medium,29.4,7.2
36,42694.0,Master,Suburban,39.7,299.6,Hatchback,7.5,313.6,2.1,8.0,0,0.15,8.6,10.0,7.8,3.8,8.3,6.7,0,High,244.3,35.4
22,17410.0,Bachelor,Urban,66.5,390.8,Truck,4.4,555.5,6.5,9.7,1,0.13,9.2,6.1,5.8,3.2,4.7,6.9,0,High,313.2,39.5
40,66420.0,Master,Urban,61.5,451.6,Sedan,4.3,460.3,6.2,9.3,0,0.34,7.1,5.3,9.2,3.2,3.5,7.5,0,High,443.7,151.1
53,28124.0,Bachelor,Rural,44.2,314.6,Sedan,4.5,353.6,5.5,13.0,1,0.13,6.8,7.4,5.3,7.2,6.4,5.6,0,High,308.7,38.6
27,21973.0,High School,Rural,23.5,175.1,SUV,3.0,154.6,4.7,4.8,0,0.35,6.5,9.2,9.7,3.1,7.8,8.7,0,High,157.4,54.8
65,31630.0,Bachelor,Urban,64.5,501.3,Sedan,7.3,539.8,7.0,4.0,1,0.23,4.7,9.5,3.3,6.2,6.7,3.2,1,Medium,491.8,114.3
64,38313.0,Master,Suburban,50.3,317.1,Sedan,1.1,375.5,6.8,7.9,1,0.15,5.4,5.9,5.2,8.0,3.5,5.2,0,Medium,292.4,44.3
26,23167.0,Bachelor,Suburban,40.7,309.4,Sedan,6.1,326.9,7.3,7.6,1,0.34,7.4,7.5,3.4,5.6,2.5,5.4,0,High,264.0,91.0
25,34525.0,Master,Rural,11.3,66.4,Hatchback,4.1,122.0,5.8,11.7,0,0.15,9.8,7.6,9.7,3.1,6.7,10.0,0,High,46.5,6.8
69,25742.0,Master,Suburban,20.9,137.9,SUV,9.1,127.3,3.3,17.5,1,0.24,8.4,6.4,9.9,5.6,5.6,10.0,0,High,84.0,20.5
28,40478.0,Bachelor,Suburban,48.5,300.6,Sedan,7.3,357.8,3.2,7.0,0,0.18,8.4,5.4,9.9,2.9,6.7,9.1,0,High,229.5,40.3
57,41614.0,Bachelor,Urban,44.6,347.6,Truck,6.5,358.3,6.9,0.6,0,0.3,4.6,7.9,3.2,9.4,4.9,2.3,0,Low,256.4,78.1
62,65385.0,Master,Suburban,28.1,167.9,Truck,7.9,176.4,3.1,16.0,0,0.13,9.3,6.9,9.4,5.0,4.5,9.7,0,High,161.6,20.6
26,62112.0,Bachelor,Urban,60.8,377.4,Truck,3.3,489.6,6.2,9.1,0,0.28,6.7,10.0,7.3,2.9,8.9,6.6,0,High,256.5,72.9
25,67487.0,Bachelor,Urban,47.4,378.2,Sedan,7.7,430.6,7.8,9.0,1,0.21,7.0,5.5,8.8,3.1,1.3,6.4,0,High,267.6,55.9
69,81863.0,Master,Urban,47.0,376.1,Sedan,13.9,375.4,3.2,2.4,1,0.23,7.9,5.1,8.0,5.1,3.3,7.4,1,High,369.4,84.2
69,42226.0,High School,Suburban,59.7,406.7,Hatchback,7.7,522.1,7.3,8.6,1,0.29,7.9,1.0,8.8,2.1,5.2,6.7,1,High,268.1,77.0
61,45977.0,High School,Urban,18.0,140.8,Hatchback,1.8,107.0,7.3,4.3,1,0.32,9.9,4.0,6.6,2.6,4.2,9.8,0,High,102.3,33.2
35,21059.0,High School,Urban,42.9,266.1,Truck,1.5,414.4,8.8,0.5,1,0.13,9.4,5.6,6.2,3.1,5.7,7.7,0,High,225.8,29.9
46,21943.0,High School,Urban,13.0,80.6,SUV,4.2,61.0,5.0,5.4,1,0.29,5.0,9.0,4.6,7.0,2.0,3.8,0,Medium,63.4,18.1
41,10560.0,Bachelor,Rural,29.9,212.0,Hatchback,5.5,141.8,1.0,8.4,0,0.19,5.0,6.7,4.8,6.7,6.0,3.7,0,Low,218.3,40.8
34,13114.0,Bachelor,Urban,33.2,202.8,Sedan,5.8,308.2,7.1,3.3,0,0.32,7.0,5.7,3.3,6.8,9.8,4.2,0,Low,169.1,53.6
54,81298.0,PhD,Urban,50.9,357.3,Sedan,5.3,448.4,6.4,0.5,1,0.29,8.8,7.6,7.6,3.8,6.6,6.1,0,High,350.9,102.8
33,42625.0,Master,Suburban,21.5,120.5,Hatchback,6.5,118.1,4.0,14.1,0,0.2,5.9,7.2,8.9,4.1,5.4,7.5,0,Medium,86.8,17.7
60,48986.0,Bachelor,Urban,18.0,133.6,Truck,9.4,83.1,10.0,3.6,0,0.11,8.7,1.1,8.5,5.8,3.4,8.4,0,High,133.2,14.5
55,75893.0,Bachelor,Suburban,49.9,363.6,SUV,9.6,421.5,,11.1,0,0.31,8.0,5.3,8.2,3.0,2.9,8.6,0,High,337.3,103.7
48,22337.0,Master,Suburban,21.5,112.9,SUV,8.4,125.8,5.7,10.2,1,0.15,8.9,1.4,6.8,2.2,2.9,8.0,0,High,97.3,15.0
21,38677.0,Bachelor,Suburban,35.6,267.1,SUV,4.6,296.5,4.1,6.2,1,0.2,4.3,5.4,4.5,5.1,6.3,5.8,0,Medium,257.4,50.5
41,83956.0,PhD,Suburban,44.3,248.1,Truck,5.8,367.4,6.2,7.1,1,0.17,8.1,6.2,9.8,4.2,8.9,8.0,0,High,181.9,31.2
34,43455.0,Bachelor,Rural,36.3,257.0,SUV,6.6,335.6,6.0,7.5,1,0.32,5.0,9.0,3.6,6.2,7.0,5.1,0,Medium,237.7,76.1
21,15834.0,Master,Urban,40.4,213.5,SUV,5.1,339.9,6.0,7.5,1,0.24,3.8,8.5,5.9,9.4,8.4,5.2,1,Low,161.0,38.0
26,11281.0,Master,Urban,52.3,299.0,Sedan,6.5,478.2,4.2,0.7,0,0.26,4.4,4.3,5.8,5.8,9.2,5.7,0,Low,256.2,66.3
29,34524.0,Bachelor,Urban,43.3,324.5,SUV,2.3,323.3,5.2,2.2,1,0.1,9.9,8.2,6.9,3.2,1.6,9.0,0,High,215.6,22.6
51,15083.0,High School,Suburban,30.3,174.3,Sedan,9.9,261.4,3.8,13.0,0,0.21,2.9,4.8,4.7,7.2,5.7,4.6,0,Low,137.7,28.8
46,33249.0,PhD,Urban,32.2,177.3,SUV,3.7,235.2,7.2,5.6,1,0.12,6.6,6.9,4.3,5.1,9.3,3.4,0,Medium,140.0,17.0
52,28516.0,Bachelor,Urban,14.9,94.0,SUV,11.9,112.3,8.1,0.5,1,0.29,4.4,1.0,6.0,8.5,5.4,3.7,0,Low,73.6,21.6
38,62008.0,Bachelor,Suburban,59.9,352.6,Truck,2.4,466.8,1.0,10.8,0,0.29,8.1,8.0,8.9,3.5,3.8,9.5,0,High,310.3,89.4
59,25542.0,Bachelor,Urban,25.9,130.7,Hatchback,4.4,196.6,7.2,0.5,0,0.19,3.5,5.4,5.8,10.0,3.0,3.7,0,Low,101.7,19.5
38,42973.0,High School,Urban,50.8,284.8,Sedan,10.6,429.7,3.6,4.3,1,0.12,7.9,4.1,6.0,6.2,3.6,6.5,0,Medium,271.5,33.4
37,44588.0,PhD,Rural,23.7,124.9,Hatchback,6.7,177.7,4.8,15.1,0,0.21,9.5,7.1,9.4,3.4,2.9,8.4,0,High,98.7,20.7
41,36547.0,Master,Urban,56.7,305.3,Sedan,9.3,469.0,7.3,3.4,1,0.25,3.4,5.6,2.6,6.5,4.8,2.5,0,Medium,191.6,48.0
31,22080.0,Bachelor,Suburban,28.3,149.1,SUV,3.8,265.1,3.1,12.5,1,0.22,8.5,5.2,9.3,2.5,8.0,9.9,0,High,126.7,27.4
68,52081.0,Bachelor,Urban,16.8,84.2,Sedan,4.0,141.2,5.5,7.1,0,0.12,9.5,3.3,8.9,5.1,4.4,8.5,0,High,64.1,7.9
39,35763.0,Master,Urban,47.5,258.3,Sedan,8.1,365.0,10.0,4.8,1,0.14,9.8,10.0,8.5,3.0,3.9,9.3,1,High,245.5,34.1
40,13970.0,Bachelor,Urban,48.4,278.9,Hatchback,5.5,401.5,10.0,6.1,1,0.1,7.2,4.8,4.4,5.6,7.2,6.9,0,High,267.3,26.3
65,50385.0,Master,Suburban,13.3,100.4,Hatchback,7.2,196.2,3.4,9.6,1,0.13,7.0,6.1,9.6,2.7,7.1,9.2,0,High,84.8,11.4
65,19454.0,High School,Rural,44.8,311.4,Hatchback,10.8,386.5,4.6,8.6,0,0.33,2.7,7.8,3.1,7.6,2.5,3.3,0,Low,275.0,89.8
69,23873.0,Bachelor,Suburban,44.1,322.1,Sedan,1.1,384.8,3.3,10.3,1,0.12,5.2,7.9,2.9,6.4,1.0,3.2,0,Medium,329.2,37.9
56,62626.0,Master,Rural,41.3,286.3,SUV,4.3,330.7,7.2,11.1,0,0.22,8.5,7.6,8.5,4.4,6.2,6.7,1,High,194.6,43.5
37,59938.0,Bachelor,Urban,27.1,150.9,Hatchback,7.5,231.3,5.3,2.2,1,0.32,8.0,8.5,7.4,4.2,6.2,7.6,0,High,102.6,32.5
62,68453.0,Bachelor,Suburban,28.6,144.5,SUV,9.6,222.0,7.3,12.8,1,0.28,9.7,8.7,5.0,2.1,3.5,7.4,0,High,117.8,32.6
68,29820.0,Bachelor,Urban,44.6,314.9,SUV,8.0,415.8,10.0,11.9,0,0.34,8.9,6.7,5.5,2.1,6.7,6.1,0,High,245.8,84.3
29,33741.0,Master,Urban,46.5,287.5,SUV,10.5,432.0,6.8,0.5,1,0.33,10.0,5.0,6.9,4.6,6.3,7.0,0,High,231.8,76.9
29,16135.0,Bachelor,Urban,41.2,218.9,Truck,7.6,346.8,6.1,0.5,0,0.24,5.7,6.7,5.6,6.2,7.8,6.8,1,Medium,178.7,42.1
49,37129.0,Bachelor,Urban,41.2,221.2,Sedan,5.8,362.0,3.8,8.1,1,0.2,7.5,3.1,4.3,5.0,6.5,6.6,0,Medium,144.5,29.1
31,48027.0,High School,Urban,19.9,151.7,Hatchback,8.0,190.8,6.5,1.6,1,0.2,9.8,2.4,9.3,4.1,5.5,9.6,0,High,106.5,21.4
23,55315.0,Bachelor,Rural,26.8,167.4,Hatchback,5.6,277.8,6.6,5.5,1,0.32,9.2,4.4,9.4,2.7,4.7,8.1,1,High,117.5,38.0
28,29598.0,Bachelor,Suburban,7.6,58.5,Sedan,2.0,2.0,3.6,10.5,1,0.13,5.1,6.7,5.3,5.7,5.7,3.4,0,Low,48.1,6.4
46,86645.0,Bachelor,Urban,39.9,207.8,Hatchback,8.8,277.6,6.0,0.5,0,0.16,7.5,1.4,9.6,5.7,3.9,7.9,0,Medium,154.1,24.6
43,31107.0,Master,Urban,41.0,241.4,SUV,6.3,355.9,10.0,3.4,0,0.17,6.8,5.0,5.9,7.1,9.1,5.9,1,Medium,226.6,38.1
66,26067.0,Bachelor,Urban,11.1,88.2,Hatchback,5.9,137.9,7.3,2.6,1,0.18,3.9,6.2,6.0,5.6,2.0,6.1,0,High,58.8,10.5
31,35110.0,High School,Suburban,9.9,65.0,SUV,7.7,82.5,3.8,11.5,1,0.08,9.2,6.9,7.0,2.8,7.2,6.6,1,High,66.8,5.6
44,22055.0,Bachelor,Urban,39.4,299.0,SUV,7.2,337.0,4.8,0.5,1,0.23,5.5,6.8,6.7,7.6,4.2,7.4,1,High,264.6,61.2
63,32064.0,Master,Rural,6.3,42.7,SUV,7.7,51.3,6.4,5.6,1,0.11,2.9,3.4,2.6,8.6,6.0,4.5,1,Low,26.3,3.0
26,48154.0,Master,Suburban,26.8,165.3,SUV,11.4,209.7,4.2,10.2,1,0.21,8.0,4.0,9.8,3.3,6.1,8.8,0,High,134.6,27.7
42,8979.0,Bachelor,Rural,24.8,152.2,Truck,8.2,245.6,5.7,10.9,0,0.12,5.0,8.0,4.5,6.4,5.6,4.9,0,Low,100.3,12.4
37,34324.0,Bachelor,Suburban,46.2,308.8,Hatchback,3.9,385.5,6.8,7.8,1,0.2,6.1,6.5,4.6,7.1,5.8,5.5,1,Medium,231.8,46.0
21,41896.0,Master,Rural,46.9,269.7,Hatchback,11.2,437.6,3.2,11.7,1,0.32,6.0,5.8,5.2,7.3,4.8,6.2,1,Medium,218.7,69.4
23,49540.0,Master,Suburban,50.0,277.4,Hatchback,7.7,456.8,4.1,3.0,0,0.33,5.1,7.0,10.0,4.8,5.0,6.8,0,High,248.9,81.7
42,94016.0,High School,Suburban,17.9,112.1,Truck,6.0,148.3,1.0,6.2,0,0.28,5.6,7.8,9.8,4.8,8.8,7.4,0,Medium,104.7,29.8
58,28869.0,Bachelor,Suburban,55.3,361.4,Sedan,7.6,452.5,9.2,10.8,1,0.31,5.5,5.3,2.8,7.5,3.9,4.3,0,Low,324.6,102.1
33,30466.0,Bachelor,Urban,66.6,408.8,SUV,2.9,570.0,4.0,0.5,1,0.1,7.1,6.4,3.3,9.7,6.8,4.8,0,Low,388.9,39.9
49,26278.0,PhD,Rural,40.2,239.7,Truck,1.3,323.0,5.2,11.4,0,0.18,9.0,6.0,8.1,4.7,2.0,9.1,1,High,239.1,42.2
58,80772.0,Master,Urban,40.4,282.7,Sedan,4.4,277.8,6.6,0.5,1,0.34,7.7,3.2,8.9,5.6,6.4,7.9,1,High,220.0,75.7
35,48567.0,High School,Urban,48.2,356.0,Truck,7.1,375.3,4.4,3.6,1,0.31,6.6,3.2,4.1,5.0,7.1,6.3,0,Low,344.9,105.3
46,16253.0,High School,Urban,33.5,230.1,Hatchback,5.5,302.2,5.1,0.5,1,0.33,3.5,7.1,2.8,9.6,1.6,4.8,1,Medium,230.0,76.7
38,21072.0,High School,Rural,13.3,95.9,SUV,5.7,61.3,6.2,15.7,1,0.12,4.2,7.9,5.5,4.3,6.2,4.4,0,Medium,71.1,8.6
51,66928.0,Bachelor,Suburban,28.3,177.0,SUV,11.4,190.4,3.8,10.6,1,0.23,8.9,4.0,8.4,2.2,5.8,8.3,0,High,169.6,39.5
43,37754.0,Master,Urban,25.7,137.8,SUV,9.0,242.1,4.3,8.7,1,0.18,8.5,5.0,9.3,3.5,8.1,10.0,0,High,133.8,24.5
47,25360.0,Bachelor,Suburban,22.4,146.0,Sedan,3.5,173.0,3.0,15.3,0,0.23,8.9,9.5,8.7,2.9,5.7,8.2,1,High,121.6,28.1
50,16277.0,Bachelor,Urban,8.4,65.6,Hatchback,3.2,43.9,7.9,8.6,1,0.09,9.3,7.0,7.9,4.8,3.0,9.0,0,High,62.6,5.8
57,30603.0,Bachelor,Urban,26.5,175.8,Truck,5.2,218.6,3.6,2.6,1,0.19,7.9,3.1,4.5,7.5,6.2,6.6,0,Medium,111.7,21.3
24,52537.0,High School,Urban,26.0,168.5,Hatchback,6.4,246.3,7.1,0.5,0,0.19,8.7,9.7,9.4,3.8,5.2,7.3,0,High,173.1,33.6
47,16651.0,Master,Urban,24.6,188.3,SUV,5.1,178.8,5.5,3.9,1,0.14,6.9,3.2,5.9,6.5,2.4,5.7,0,Medium,128.8,18.5
33,23579.0,High School,Rural,32.8,206.4,Hatchback,6.8,353.3,4.9,3.5,1,0.25,5.9,6.2,5.7,8.7,3.4,7.0,0,Medium,135.4,34.5
52,32365.0,PhD,Suburban,14.2,102.8,SUV,9.0,164.1,2.1,11.4,0,0.12,4.7,6.7,4.2,7.2,7.4,4.6,0,Low,80.7,10.1
45,53590.0,Bachelor,Suburban,45.9,346.3,SUV,10.8,409.9,8.2,3.8,1,0.25,8.3,7.9,9.2,2.1,6.4,7.5,0,High,314.0,79.2
36,40762.0,Master,Suburban,61.7,410.3,Truck,3.8,451.8,7.7,14.6,0,0.28,4.5,6.2,5.9,7.7,6.3,5.3,0,Low,392.2,108.9
36,10911.0,Bachelor,Suburban,24.9,165.8,Hatchback,11.5,130.4,4.6,7.2,1,0.08,4.8,4.8,5.9,5.8,7.1,6.1,0,Low,109.1,9.1
46,31091.0,High School,Urban,36.3,255.1,Truck,7.1,329.3,6.3,0.5,1,0.13,6.8,8.2,6.8,8.4,3.9,7.3,0,High,221.0,28.3
53,25895.0,Bachelor,Suburban,30.5,177.3,SUV,4.2,277.7,2.7,6.9,0,0.16,6.4,5.2,4.9,5.3,6.2,6.1,1,Medium,130.9,20.8
24,15088.0,High School,Rural,44.5,352.2,SUV,7.5,420.4,3.1,9.5,1,0.33,2.5,6.5,3.6,8.5,5.4,4.3,1,Low,295.6,98.4
36,20578.0,Bachelor,Suburban,47.3,256.0,SUV,6.0,362.0,5.6,14.8,1,0.19,4.1,4.5,5.3,6.6,4.9,3.5,0,Low,207.5,38.6
58,32120.0,Master,Suburban,37.7,267.0,Sedan,7.1,307.8,8.9,17.1,1,0.11,4.7,7.0,3.9,7.5,7.5,3.0,0,Low,207.5,22.0
32,35074.0,Bachelor,Rural,51.0,350.6,Hatchback,8.9,417.2,4.5,12.3,1,0.32,6.2,3.1,9.2,4.1,6.9,8.3,0,Medium,356.8,115.9
31,16330.0,Bachelor,Urban,37.3,267.3,Sedan,10.0,279.8,4.2,0.5,1,0.14,8.5,4.9,5.8,4.7,8.0,7.6,0,High,243.4,34.8
49,20876.0,Bachelor,Urban,37.9,215.3,Hatchback,8.2,334.2,,6.2,1,0.2,7.1,4.2,3.9,9.6,6.4,6.6,0,Medium,148.3,29.4
33,34239.0,High School,Urban,46.3,315.4,Sedan,6.0,424.3,7.2,4.1,1,0.28,9.2,6.1,5.3,3.1,1.3,5.4,1,High,268.7,74.0
33,21378.0,Bachelor,Urban,16.7,120.5,Sedan,6.6,165.4,5.5,6.5,1,0.28,5.8,5.5,5.9,5.8,2.4,5.2,0,Medium,100.5,28.6
21,41456.0,Master,Suburban,47.0,258.9,Sedan,9.6,448.7,3.5,9.2,0,0.11,4.6,10.0,5.2,5.4,4.9,4.1,0,Medium,226.6,24.9
41,16474.0,Master,Suburban,58.7,405.3,Truck,4.6,450.7,7.9,4.9,0,0.32,8.6,9.1,7.2,3.8,1.7,7.5,0,High,301.9,97.2
